name,address,lat,lng,rating_2016,status
吉野家 芝浦店,港区芝浦3-14-4,35.6448,139.7482,3.01,営業中
松屋 三田店,港区芝5-22-3,35.6481,139.7455,3.0,営業中
なか卯 芝浦店,港区芝浦3-13-8,35.6445,139.748,3.0,営業中
すき家 三田店,港区芝5-24-3,35.6484,139.745,3.0,営業中
すき家 芝四丁目店,港区芝4-4-5,35.6505,139.7465,3.0,営業中
